"Time","Latitude","Longitude","Depth_Km","Magnitude"
"42654.58205555555","42.7792","13.1253","8.699999999999999","2.4"
"42654.6001744213","42.8698","13.0752","9.5","2.4"
"42654.63027488426","42.7835","13.1253","9.800000000000001","2.1"
"42654.97511921296","42.8672","13.0747","8.199999999999999","3.2"
"42655.08286689815","42.8687","13.0723","9","2.4"
"42655.08620243055","42.8697","13.0678","8.4","2.2"
"42655.16199108796","42.8642","13.0759999999999","8.800000000000001","2"
"42655.1724130787","42.6925","13.2637","12.7","2.5"
"42655.69735231481","42.8627","13.0668","10.4","2.1"
"42655.7698150463","42.871","13.0703","9.1","2.5"
"42656.06638657407","42.8622","13.0755","8.199999999999999","2.4"
"42656.22974548611","42.7957","13.1835","12.8","2"
"42656.24254733796","42.7468","13.1342","7.2","2"
"42656.28719016204","42.8647","13.0822","8.699999999999999","2.6"
"42656.28946655092","42.8657","13.0728","8.800000000000001","3.1"
"42656.31225659722","42.8678","13.0759999999999","8.800000000000001","2.1"
"42656.35062175926","42.7327","13.1897","9.9","2.5"
"42656.57681215278","42.8683","13.0733","9.199999999999999","2.1"
"42656.67886944445","42.8643","13.0783","9","2.2"
"42656.68426585648","42.7295","13.1922","10","2.3"
"42656.83610833334","42.8732","13.0655","6.8","2.4"
"42656.90291284722","42.8393","13.151","9.800000000000001","2.1"
"42656.94446736111","42.7387","13.1887","9.1","2.3"
"42657.03038796296","42.7403","13.1868","10.5","2.2"
"42657.05930717593","42.8003","13.173","9.300000000000001","2"
"42657.25648391204","42.6318","13.329","11.1","3.3"
"42657.31069988426","42.7718","13.1432","9.6","2.2"
"42657.32694375","42.7437","13.2282","12.5","2.1"
"42657.44847326389","42.8678","13.0707","9.300000000000001","2.8"
"42657.47350995371","42.4502","13.0467","14","2.1"
"42657.5394693287","42.8155","13.1798","9.300000000000001","2.5"
"42657.54106886574","42.809","13.1777","8.4","2"
"42657.61706493056","42.8708","13.0648","9.1","2.5"
"42657.71569918982","42.8487","13.159","10.5","2"
"42657.72314791667","42.7702","13.1843","11.1","2"
"42657.73240069445","42.7682","13.1507","9.5","2"
"42657.73458310185","42.8687","13.073","9","2"
"42657.75314375","42.8677","13.0712","8.699999999999999","2"
"42657.8255662037","42.8603","13.2378","8.5","2"
"42657.85508217593","42.8658","13.0712","8.9","2.5"
"42657.864415625","42.8582","13.0798","8.9","2.2"
"42657.98553379629","42.6422","13.3327","11.2","2"
"42658.09071527778","42.6487","13.2287","12.5","2"
"42658.14646469907","42.8918","13.2559999999999","9.4","3"
"42658.15780405093","42.8968","13.2527","9.4","2.7"
"42658.16684976852","42.8722","13.0723","9.1","2.2"
"42658.19825023148","42.638","13.331","11.2","2.1"
"42658.21001597222","42.7848","13.1333","8.9","2"
"42658.21472395834","42.8652","13.2387","9.4","2.3"
"42658.23400844907","42.8927","13.2535","7.7","2.1"
"42658.3029380787","42.7963","13.1642","9.699999999999999","2.5"
"42658.32019976852","42.8619999999999","13.2267","8.6","2.1"
"42658.36747719908","42.8142","13.2242","8.5","2"
"42658.43241018518","42.8692","13.0608","8.1","2.1"
"42658.45756689815","42.8847","13.2653","8","2"
"42658.5639150463","42.9008","13.2535","9.1","2.2"
"42658.72381435186","42.8178","13.2252","6.8","2.4"
"42658.94101678241","42.7233","13.2352","9.6","2.3"
"42659.2125","42.9012","13.253","9.199999999999999","2"
"42659.27719016204","42.7577","13.1907","9.699999999999999","2.1"
"42659.40863564815","42.7497","13.1762","9.4","3"
"42659.4809662037","42.7477","13.1757","9.199999999999999","4"
"42659.5692931713","42.7468","13.1852","10.5","2"
"42659.68639444444","42.8465","13.1532","9.9","3.3"
"42659.70026712963","42.7603","13.1437","7.7","2.5"
"42659.90792118056","42.8618","13.0748","8.699999999999999","2.3"
"42660.11705104166","42.6427","13.329","10.9","2"
"42660.31699814815","42.5813","13.3097","9","2.4"
"42660.31896481482","42.5838","13.3037","11.1","2.1"
"42660.39736435185","42.6685","13.2563","12.8","2.1"
"42660.50031261574","42.7297","13.1842","8.9","2"
"42660.6422730324","42.4093","12.8697","9","2"
"42660.733528125","42.7368","13.1968","10.2","2.3"
"42660.73444525463","42.7277","13.1922","9.800000000000001","2.6"
"42660.82160625","42.8815","13.1393","9.4","2.1"
"42660.93384791667","42.8548","13.2355","8.6","2.2"
"42661.29063819444","42.827","13.1638","7.9","2"
"42661.3492630787","42.8222","13.1772","9.1","2.1"
"42661.47062997685","42.8898","13.2377","7.6","2.1"
"42661.58100625","42.7352","13.1827","11.5","2.2"
"42661.67465740741","42.7345","13.2093","9.699999999999999","2.4"
"42661.76936527777","42.731","13.2017","8.699999999999999","2"
"42662.11958877314","42.8102","13.2312","9.1","3"
"42662.24651388889","42.6422","13.2922","10.8","2.1"
"42662.40019143518","42.7998","13.2338","6.9","2.5"
"42662.48090150463","42.674","13.1852","12.6","2.1"
"42662.56715752315","42.8122","13.2323","9.5","2"
"42662.70697569445","42.7868","13.133","8.199999999999999","2.5"
"42662.75291967593","42.7673","13.0997","10.9","2"
"42662.7973082176","42.8812","13.1405","9.699999999999999","2.5"
"42663.12142326389","42.7383","13.1912","9.800000000000001","2.9"
"42663.12280798611","42.7508","13.1333","8.9","2.4"
"42663.37792407408","42.8227","13.2775","9.5","2.1"
"42663.42540138889","42.9087","13.2458","9.5","2.2"
"42663.42570636574","42.8182","13.241","8.699999999999999","2.1"
"42663.4482769676","42.7537","13.2443","12.8","2.3"
"42663.49863912037","42.8035","13.2133","10.1","2.1"
"42663.66568043982","42.8543","13.1583","8.199999999999999","2"
"42663.66707106482","42.7352","13.2108","10.2","2.4"
"42663.83736689815","42.8148","13.2305","7.8","2.6"
"42664.06798506944","42.8832","13.2402","7.7","2"
"42664.18219131944","42.8972","13.2098","9.5","2.1"
"42664.26511076389","42.8325","13.1532","9.800000000000001","2.1"
"42664.32826284722","42.5808","13.2767","11.5","2.2"
"42664.40898009259","42.701","13.2532","13","2.1"
"42664.41438263889","42.7018","13.2517","12.2","2"
"42664.43813599537","42.7717","13.0965","11","2"
"42664.96563576389","42.7538","13.1863","9.5","2"
"42665.02925671297","42.729","13.1885","9","2.2"
"42665.30898449074","42.7707","13.1322","6","2.9"
"42665.43423587963","43.5322","13.7963","8.800000000000001","2.3"
"42665.94022280093","42.8227","13.1825","9.199999999999999","2.2"
"42666.01545856481","42.7667","13.1687","12.6","2.6"
"42666.15847685185","42.5572","13.2663","12.2","2.5"
"42666.17754641204","42.7022","13.1168","14.6","2.3"
"42666.63843946759","42.8318","13.2212","9.699999999999999","2.2"
"42666.74705439815","42.9678","13.1503","8.800000000000001","2"
"42666.75122337963","42.6352","13.2467","12.2","2.2"
"42666.82687581018","42.8565","12.84","10.7","2"
"42667.00442303241","42.3977","12.8593","8.6","2.2"
"42667.01575231482","42.6225","13.3177","8.9","2.8"
"42667.19056053241","42.8613","13.2325","9.6","2.1"
"42667.22714525463","43.3842","12.5377","8.9","2.9"
"42667.23829270833","42.8593","13.2297","3","2"
"42667.28340833334","42.8752","13.1537","8.699999999999999","2"
"42667.3837769676","42.8465","13.2537","9.5","2.1"
"42667.64848703704","42.7907","13.2117","9.6","2.4"
"42667.65800636574","42.7792","13.1983","12.9","2"
"42667.8596755787","42.7223","13.1512","9","2.5"
"42667.86201805556","43.3788","12.5462","7.9","3"
"42668.13465543981","42.7958","13.1418","7.6","2.1"
"42668.83345462963","42.8142","13.0688","9.4","2.2"
"42668.83860381944","42.8647","13.2258","8.4","2"
"42668.86018425926","42.744","13.2497","14.2","2"
"42668.87900081019","42.8922","13.2387","8.199999999999999","2"
"42668.89638055555","42.8177","13.0643","8.199999999999999","2.1"
"42668.89930740741","42.7345","13.2755","15.2","2"
"42669.25655601852","42.7887","13.1287","10.5","2.1"
"42669.49353946759","42.7877","13.1822","10.2","2.1"
"42669.70982673611","42.5172","13.46","10.7","2"
"42669.71241099537","42.8668","13.2037","7.7","2.6"
"42669.78818854166","42.5175","13.4615","11.1","2.1"
"42669.79903171297","42.8802","13.1275","8.699999999999999","5.4"
"42669.80642199074","42.9033","13.1387","8.5","2.6"
"42669.80851354167","42.8683","13.1537","7.4","2.5"
"42669.81402361111","42.8647","13.1467","8","2.1"
"42669.81711030092","42.866","13.1313","8","2.8"
"42669.81779479167","42.7747","13.1402","6.8","2.4"
"42669.82283356482","42.8832","13.1377","8.699999999999999","2.5"
"42669.82549930555","42.8822","13.1007","9.5","2.1"
"42669.82767071759","42.8612","13.0968","9.9","2.1"
"42669.82826851852","42.733","13.1659999999999","10.8","2.7"
"42669.82989976852","42.8558","13.0959999999999","9.1","3"
"42669.83216238426","42.8322","13.1362","8.9","2.7"
"42669.83498773148","42.9057","13.1212","8.800000000000001","2.5"
"42669.84060428241","42.8675","13.0912","10.3","2.1"
"42669.84679918981","42.9077","13.1128","9.4","2.4"
"42669.85284976852","42.8683","13.0885","10.1","2.4"
"42669.8562037037","42.8862","13.1477","8.9","2.8"
"42669.85733958333","42.8712","13.1428","8.199999999999999","3"
"42669.86064143518","42.8808","13.0925","10","3.4"
"42669.86381875","42.8438","13.1085","9.1","2"
"42669.87088495371","42.8857","13.1377","9.6","2.2"
"42669.87534618055","42.9073","13.1157","9","3.2"
"42669.87767939815","42.8542","13.1343","9.1","2.6"
"42669.87901643519","42.8893","13.1275","8.9","3"
"42669.88429722222","42.8723","13.1409999999999","6.7","2.2"
"42669.88756770833","42.9087","13.1288","7.5","5.9"
"42669.88847824074","42.9542","13.0629999999999","5.6","3.6"
"42669.88928935185","42.8807","13.1368","6.6","2.6"
"42669.88954155093","42.8937","13.1345","7.5","3.3"
"42669.8903306713","42.8497","13.1038","8.6","2.7"
"42669.89093090278","42.9452","13.0713","9.1","3.8"
"42669.89191909722","42.9737","13.0663","8.199999999999999","3.6"
"42669.89241678241","42.9205","13.0657","9.6","3.3"
"42669.89257847222","42.9363","13.0698","8.699999999999999","3.9"
"42669.89286585648","42.9363","13.0843","7.8","3.1"
"42669.89309768518","43.0208","13.0653","8.699999999999999","3.7"
"42669.89437743056","42.8898","13.0818","9.6","3.4"
"42669.89891979167","42.9472","13.0557","9.9","3.3"
"42669.90089907408","42.9188","13.1197","9","3"
"42669.90536828704","42.8938","13.067","9.800000000000001","3.8"
"42669.90933587963","42.9627","13.056","9","3.5"
"42669.91212233796","42.8632","13.2208","9.1","3.1"
"42669.91271342593","43.0025","13.0592","10.1","3.2"
"42669.91398761574","42.8638","13.1538","8.800000000000001","2.6"
"42669.91524201389","42.916","13.0512","9.6","2.7"
"42669.91685555556","43.0412","13.1072","7.8","2.8"
"42669.91763877315","42.9733","13.1458","8.9","2.7"
"42669.91908726852","42.9852","13.125","8.9","3.4"
"42669.91953576389","43.0127","13.1227","5.7","3.4"
"42669.92125763889","42.9233","13.1072","9.699999999999999","3.1"
"42669.92304756944","42.9843","13.1183","8","2.9"
"42669.92431307871","42.9807","13.1107","9.699999999999999","3"
"42669.92547534722","43.0172","13.123","8.4","3.3"
"42669.9298556713","42.8822","13.1583","6.2","2.2"
"42669.93113715278","42.8718","13.1488","7.6","2.3"
"42669.93241319444","42.8587","13.1522","6.8","2.9"
"42669.93464328704","42.9913","13.1365","9.6","3.2"
"42669.93665231481","43.0238","13.1277","8.5","2.6"
"42669.93779918981","43.0045","13.0693","10.2","2.9"
"42669.93936539352","42.8563","13.088","8.699999999999999","2.9"
"42669.94073344908","42.8628","13.0782","10","2.4"
"42669.94163495371","42.8788","13.145","7.8","2.8"
"42669.94314594907","43.0142","13.0653","10.2","3"
"42669.94456134259","43.0468","13.0643","10.9","2.3"
"42669.94542662037","42.8733","13.1527","7.8","3.1"
"42669.94607905093","43.0082","13.1125","8.699999999999999","3.1"
"42669.95084166666","42.9977","13.1082","7.7","2.7"
"42669.95215277778","42.8982","13.1387","8.9","2.4"
"42669.95297025463","42.8822","13.1618","6","2.5"
"42669.95471898148","42.8567","13.1708","8.699999999999999","2.2"
"42669.95608321759","43.0088","13.1168","9.199999999999999","2.7"
"42669.95717881944","42.876","13.0812","8.4","2.7"
"42669.95887638889","42.9227","13.1147","9","3.1"
"42669.96175891204","42.8822","13.119","9.4","2.5"
"42669.96429548611","43.0027","13.1113","8","2.9"
"42669.96526018518","43.0647","13.0687","10.6","2.6"
"42669.96672511574","42.8998","13.0342","10","2.4"
"42669.96949722222","42.9152","13.045","11.2","2.6"
"42669.97197152778","43.0103","13.0637","8.4","2.5"
"42669.97430844908","42.9187","13.1063","8.199999999999999","2.8"
"42669.97559849537","42.8713","13.0742","9.699999999999999","3.7"
"42669.97939201389","43.0172","13.0732","9.800000000000001","2.8"
"42669.98140266204","42.8168","13.2548","9.6","3"
"42669.98240775463","43.0377","13.0848","10.8","2.1"
"42669.98576550926","42.9752","13.1328","8.800000000000001","2.8"
"42669.9875224537","42.8625","13.1205","9.9","4.5"
"42669.99010706018","42.8478","13.1537","8.699999999999999","3"
"42669.99152569444","42.8923","13.1335","8.199999999999999","2.4"
"42669.99233460648","42.8092","13.1087","10.3","2.9"
"42669.99277939815","42.9707","13.0595","11","2.9"
"42669.9950462963","42.861","13.2088","8.6","3.3"
"42669.99661331018","43.0282","13.0665","10.5","2.4"
"42669.99932465278","42.8755","13.1453","8.699999999999999","2.6"
"42670.00003645833","42.8793","13.157","7.4","2.8"
"42670.00275821759","42.955","13.0652","10.3","2.2"
"42670.00597418981","43.0212","13.1363","9.699999999999999","2.7"
"42670.0079619213","42.9342","13.1573","7.5","3.2"
"42670.00872615741","42.9868","13.1432","8.800000000000001","2.7"
"42670.01046215278","43.0167","13.1228","8.6","2.9"
"42670.01150671297","42.8728","13.1195","8.4","3"
"42670.01262928241","43.0027","13.1342","10.4","2.5"
"42670.01449340278","42.9793","13.0693","9.6","2.8"
"42670.01588263889","42.8158","13.1018","8.300000000000001","2.7"
"42670.02134502315","42.9448","13.1398","8.300000000000001","2.4"
"42670.02246354167","42.9545","13.1397","8.300000000000001","2.5"
"42670.02395439815","42.7412","13.1962","12","2.8"
"42670.02782418981","42.8982","13.0533","11.1","2.5"
"42670.0290693287","42.9957","13.1258","6.1","2.5"
"42670.02996122685","42.8893","13.0377","10.6","2.3"
"42670.03161273148","43.0008","13.1315","8.199999999999999","2.6"
"42670.0337417824","42.9938","13.1403","9.6","2.8"
"42670.03622060185","42.9737","13.145","9.300000000000001","2.4"
"42670.03861226852","43.0388","13.1043","8.4","2.3"
"42670.04086921296","42.96","13.0592","10.1","2.9"
"42670.04145439815","43.0038","13.0703","8.6","2.8"
"42670.04272766204","42.9307","13.0593","12.4","2.3"
"42670.0431150463","42.9967","13.1188","8.9","2.5"
"42670.04409606481","43.0037","13.1385","7.1","2.6"
"42670.04735497685","42.8692","13.0893","8.199999999999999","2.4"
"42670.05165173611","42.923","13.1467","8.300000000000001","2.4"
"42670.05303935185","42.8403","13.1595","7.9","2.7"
"42670.06536400463","42.9243","13.0523","10.9","2.4"
"42670.06835856481","42.8568","13.0477","10.3","2"
"42670.06847222222","42.9698","13.1183","10.7","2.8"
"42670.07082546296","43.0432","13.06","0.5","2.2"
"42670.07270578704","42.918","13.0458","10.4","2.1"
"42670.07443368056","42.908","13.0155","10.2","2.1"
"42670.07652685185","43.0237","13.0937","9.1","2.1"
"42670.07812615741","42.8407","13.1632","8.199999999999999","3.5"
"42670.07958831018","42.8715","13.0553","9.9","2.5"
"42670.08218541666","42.8883","13.0798","5.7","2.3"
"42670.08499803241","42.872","13.0195","10.7","2.5"
"42670.08660925926","42.9448","13.1437","8.199999999999999","2.3"
"42670.08755150463","42.8918","13.1477","8.300000000000001","2.7"
"42670.09046990741","42.8755","13.087","10.1","2.2"
"42670.09259201389","42.8368","13.172","6.4","3.1"
"42670.09480578703","42.8767","13.1533","8.1","2.3"
"42670.09578020834","42.8928","13.0498","10.1","2.7"
"42670.09608425926","42.8908","13.0458","10.2","2.6"
"42670.0982630787","42.9957","13.1148","8.199999999999999","3.5"
"42670.10022164352","42.8503","13.1675","6.2","2.3"
"42670.10128310185","42.9127","13.039","10.8","2.1"
"42670.10571180555","42.8665","13.099","9.4","2.6"
"42670.11183703704","42.9508","13.1372","10.3","2.6"
"42670.11524340278","42.8575","13.1648","8.199999999999999","2.4"
"42670.11648472222","43.0243","13.1195","11","2.5"
"42670.12274594908","42.8853","13.0653","9.6","2.3"
"42670.12397488426","43.0002","13.1058","9.199999999999999","3.4"
"42670.12470277778","42.8919999999999","13.0588","10","3.1"
"42670.12554895833","42.9627","13.0598","9.6","2.7"
"42670.13032314815","42.906","13.0568","10.8","2.4"
"42670.13448877315","43.0083","13.1077","9.9","3.1"
"42670.14327708333","42.9338","13.1643","8.5","2.8"
"42670.14518067129","42.9693","13.1322","8.699999999999999","2.6"
"42670.14854872685","42.9003","13.0688","9.4","2.5"
"42670.1507537037","42.8427","13.1597","8.699999999999999","3.5"
"42670.15308113426","42.8607","13.1323","7.2","2.7"
"42670.15490682871","42.8798","13.1507","7.2","2.2"
"42670.15787453704","42.8562","13.1708","8.4","2.1"
"42670.1598037037","42.9907","13.0708","9.699999999999999","2.2"
"42670.16277037037","42.8835","13.0895","10.6","2.4"
"42670.16480960648","42.8068","13.1429999999999","9.9","2.6"
"42670.16933391204","42.8823","13.0892","10","2.7"
"42670.17152152778","42.8437","13.1015","10","2.3"
"42670.17501886574","42.8348","13.1382","9.4","2.2"
"42670.1778287037","43.0178","13.0808","9.699999999999999","2.5"
"42670.17958518519","43.0332","13.1008","8.800000000000001","2.5"
"42670.18123819445","42.9588","13.0728","9.300000000000001","2.9"
"42670.18256296296","43.037","13.1167","10.3","2.9"
"42670.19387337963","42.8913","13.0655","9.9","2.8"
"42670.19596331019","42.8562","13.0762","10.5","2.7"
"42670.19656805556","42.8918","13.0575","10.3","2.7"
"42670.19775","42.9063","13.0473","10.1","3.6"
"42670.19836840278","42.8635","13.1268","8.300000000000001","2.3"
"42670.20131400463","42.8992","13.0578","12.1","2.5"
"42670.2092443287","42.8622","13.1618","6.6","2.2"
"42670.21713981481","42.9992","13.1467","9.9","3.1"
"42670.21975706019","42.8435","13.0967","8.199999999999999","2.4"
"42670.2218417824","42.8427","13.1427","9.199999999999999","4"
"42670.22441388889","42.956","13.0602","9.699999999999999","2.5"
"42670.22695520833","42.8767","13.0538","10.5","2.4"
"42670.23059085648","42.9752","13.1407","9.9","2.4"
"42670.23889664352","42.8928","13.1438","9.5","2.6"
"42670.24333425926","42.9842","13.1203","8.699999999999999","4.1"
"42670.24503958334","42.9477","13.0457","9.800000000000001","2.9"
"42670.25255486111","42.9032","13.0452","9.699999999999999","2.6"
"42670.25442766204","42.8975","13.0568","9.9","2.1"
"42670.25543657407","43.0228","13.1378","9.9","2.9"
"42670.25645960648","42.8498","13.1513","8.5","2.5"
"42670.25805891203","43.0208","13.0968","10.3","2.4"
"42670.26059097222","42.8577","13.0683","10.1","2.4"
"42670.26115914352","43.0285","13.0859999999999","10.1","2.4"
"42670.26364780092","42.8803","13.0742","9.800000000000001","2.7"
"42670.26615358796","42.8843","13.1303","12.7","2"
"42670.26776099537","42.8685","13.0668","10.3","2.4"
"42670.26865671296","43.0127","13.1142","9.5","2.8"
"42670.26896516204","42.9317","13.0473","9.699999999999999","3.2"
"42670.26975243055","42.8798","13.088","9.6","2.4"
"42670.27133043981","42.9133","13.0328","10.3","2.1"
"42670.27343668981","43.0078","13.1288","8","2.9"
"42670.27488530093","42.9773","13.0482","9","2.6"
"42670.27743171297","42.8947","13.0327","9.800000000000001","2"
"42670.27861412037","42.9337","13.1708","8.5","2.7"
"42670.2803662037","42.8718","13.1323","9.4","2.3"
"42670.28415439815","43.0019999999999","13.1152","8.199999999999999","2.3"
"42670.28672789352","42.9483","13.1343","10.1","2.3"
"42670.28842372685","42.8848","13.1632","6.4","2.1"
"42670.29200555556","42.9078","13.0537","9.5","2.1"
"42670.29546527778","42.8873","13.05","10.8","3.4"
"42670.29779178241","42.9325","13.0878","10.2","2.2"
"42670.2995375","43.0528","13.0938","8.6","2.4"
"42670.30247361111","42.995","13.0629999999999","10.1","2.4"
"42670.30399976852","42.8643","13.0597","10.3","2.2"
"42670.30610763889","42.9505","13.07","10","3"
"42670.30690405093","42.8658","13.0945","10","2.4"
"42670.31542430555","43.0198","13.134","9.699999999999999","2.8"
"42670.31812824074","42.82","13.1123","10.3","2.2"
"42670.31988240741","43.0267","13.1372","9.699999999999999","3.1"
"42670.32191678241","42.9005","13.0458","10.8","3"
"42670.32512048611","43.0108","13.118","9.699999999999999","3.2"
"42670.33018680556","42.9255","13.2242","23.8","2.4"
"42670.33344826389","42.8735","13.0673","10.2","2.2"
"42670.33628796296","42.9972","13.0663","9.9","3"
"42670.34165405093","42.9313","13.0682","10.7","2.6"
"42670.34385046296","42.996","13.1502","8.9","2.5"
"42670.34556377315","42.8535","13.0742","9.1","2.7"
"42670.34694166666","43.0508","13.0892","9","2.3"
"42670.34856400463","43.0053","13.1232","9.300000000000001","2.1"
"42670.3493957176","42.9632","13.0515","11.3","2"
"42670.35357453704","42.9263","13.1597","8","2.3"
"42670.35624965278","42.8333","13.1212","8.300000000000001","2.1"
"42670.35712685185","43.0302","13.1252","8.699999999999999","3"
"42670.35852534722","43.0297","13.1395","9.699999999999999","2.4"
"42670.36122395833","42.8675","13.0498","11.1","2.2"
"42670.36242534722","42.8702","13.1975","7.6","2.2"
"42670.36921597222","42.9153","13.0515","11.1","2.3"
"42670.37094791666","42.8993","13.05","10.8","2.4"
"42670.37540104167","43.0138","13.0773","9.699999999999999","2.3"
"42670.38186215278","42.9898","13.1048","7.6","2.4"
"42670.38265856481","42.8582","13.0347","10.5","3"
"42670.38342453704","42.8663","13.1338","8.4","3.4"
"42670.39014317129","42.8455","13.1495","11.3","2.1"
"42670.39142384259","42.8652","13.0905","10.5","2.2"
"42670.39741666667","42.9163","13.0418","11","2.8"
"42670.40292939815","42.8833","13.0582","10.8","2.6"
"42670.40482361111","43.0338","13.0675","10.1","2.8"
"42670.41006909722","42.8212","13.1392","9.6","3.6"
"42670.41179363426","42.8672","13.0648","10.1","2.3"
"42670.41312511574","42.9067","13.0395","9.9","2.4"
"42670.41488125","42.9392","13.0815","9.699999999999999","2.2"
"42670.41638182871","42.9492","13.0723","9.699999999999999","2.3"
"42670.41773576389","42.8853","13.0792","10.7","2.6"
"42670.4184275463","42.9717","13.0238","16.8","2.4"
"42670.42368622685","42.8942","13.1597","9.5","2.3"
"42670.4264119213","42.8537","13.1742","6.8","2.3"
"42670.43177777778","42.873","13.0965","9.4","4.3"
"42670.43342870371","42.8975","13.1833","8.9","3.1"
"42670.43596944444","43.0013","13.0722","9.1","2.6"
"42670.43768761574","42.9228","13.0532","9.699999999999999","2.4"
"42670.44107291667","42.8708","13.1433","9.1","3"
"42670.44348634259","42.9635","13.1483","9","3.3"
"42670.44805775463","42.9992","13.1182","9.699999999999999","3.3"
"42670.44953888889","42.5198","13.4722","13.6","2.5"
"42670.45161747685","42.8657","13.0753","11.1","2.1"
"42670.45205671297","42.8898","13.1587","9.300000000000001","2.1"
"42670.45822465278","42.8272","13.0678","10.9","2.1"
"42670.4621349537","42.8552","13.2267","7.9","2.5"
"42670.46248287037","43.0212","13.132","9.800000000000001","2.5"
"42670.4672199074","42.8347","13.1257","10","2.2"
"42670.47084398148","43.034","13.1102","7.8","2.8"
"42670.48090833333","43.046","13.0897","5.7","2.8"
"42670.48363726852","42.8897","13.1607","8.199999999999999","2.3"
"42670.48518726852","43.0123","13.1392","8.1","2.3"
"42670.49001238426","42.831","13.1643","8.4","2.2"
"42670.49628310185","42.8608","13.0397","10.2","2.5"
"42670.50235370371","42.8803","13.0645","10.5","2.1"
"42670.50724074074","42.8787","13.0618","10.8","3"
"42670.5075162037","42.9972","13.1297","9","3.2"
"42670.50828854166","42.8577","13.2318","5.2","2.7"
"42670.5123494213","42.8598","13.0602","10.4","2.3"
"42670.51437233797","42.9375","13.0718","9.699999999999999","2.7"
"42670.51569351852","42.9363","13.071","9.699999999999999","2.6"
"42670.52013043981","42.9398","13.119","10","2.1"
"42670.5215869213","42.8952","13.1278","8.800000000000001","2.4"
"42670.52294363426","42.8367","13.1352","10.1","2"
"42670.52433101852","42.9527","13.1268","9.199999999999999","2.3"
"42670.52655590278","42.9815","13.0518","10","2.8"
"42670.52986365741","42.8783","13.0897","10.8","2"
"42670.53783842592","42.8895","13.0753","11.4","2.7"
"42670.53857569445","42.8627","13.0523","10.3","2.7"
"42670.53963645834","42.8678","13.0608","10.3","2.5"
"42670.54031099537","42.9448","13.1395","8.5","2.5"
"42670.54077997685","42.8647","13.1672","9.4","2.4"
"42670.54378923611","42.8913","13.0453","11.1","2.3"
"42670.54722939815","42.9788","13.0495","10","3.1"
"42670.54802534722","42.9012","13.065","14","2.7"
"42670.54983553241","42.8593","13.0573","9.9","2.4"
"42670.55017592593","42.8663","13.0592","11.1","2.4"
"42670.55490347222","42.9628","13.0759999999999","9.300000000000001","2.2"
"42670.55758460648","42.9202","13.0943","9.6","2.3"
"42670.55913761574","42.8872","13.1635","8.300000000000001","2.1"
"42670.56113865741","43.0532","13.0948","9.699999999999999","2.7"
"42670.56324479167","42.8767","13.1827","5.9","2.3"
"42670.56432476852","42.8938","13.1618","7.1","2.2"
"42670.56480706018","42.9033","13.0202","10.3","2.2"
"42670.56516238426","42.8827","13.1743","5.4","2.3"
"42670.57072210648","42.872","13.1252","8.300000000000001","2.4"
"42670.57403090278","42.8935","13.1512","10.6","2.1"
"42670.57517418981","42.8452","13.094","10.6","3"
"42670.57731759259","42.9713","13.0563","10.1","2.3"
"42670.58570462963","42.8608","13.0617","9.800000000000001","2.9"
"42670.58840451389","42.8547","13.0967","10.5","2.7"
"42670.58892534722","42.8368","13.179","6.1","2.2"
"42670.59306157407","42.8582","13.0983","10.3","2.2"
"42670.59540474537","43.0077","13.0703","10","2.2"
"42670.59653217593","43.0222","13.1257","7.9","3.5"
"42670.59850914352","43.05","13.1065","9.300000000000001","2.3"
"42670.60134479167","43.0252","13.1197","9.5","2.8"
"42670.60257627315","43.0322","13.134","9","3.2"
"42670.60364872685","43.0237","13.1362","8","3.1"
"42670.60545358796","43.0162","13.1248","7.1","2.4"
"42670.60706770833","42.8627","13.0733","11.2","2.2"
"42670.60924745371","43.0397","13.0905","10.1","2.5"
"42670.61137662037","42.8635","13.1797","6.9","2.7"
"42670.61310162037","42.9072","13.0485","11","2.2"
"42670.61616956018","42.8853","13.0765","9.6","3.1"
"42670.62123738426","43.0403","13.1118","9.199999999999999","2.3"
"42670.62146319445","42.8987","13.0583","11.2","2.7"
"42670.62216377315","41.9237","13.7102","14.2","2.3"
"42670.62488483796","42.9023","13.0117","10.7","2.2"
"42670.62532303241","43.0262","13.109","10.1","2.5"
"42670.62735914352","42.8877","13.1522","8.199999999999999","2"
"42670.62791712963","42.8973","13.0465","10.6","2.1"
"42670.63065358796","43.0197","13.0707","10","2.7"
"42670.63281747685","42.8828","13.1582","8","2.3"
"42670.63440451389","43.0163","13.1213","5.9","2.7"
"42670.63686215278","43.0253","13.152","9.4","2.8"
"42670.63711238426","42.9423","13.1523","9","3"
"42670.63812905092","42.9198","13.0545","10.7","2.2"
"42670.64457222222","42.9138","13.0507","10.8","2.1"
"42670.64496076389","42.9212","13.0647","11","2.1"
"42670.64894837963","43.0398","13.0895","8.9","2.3"
"42670.65184861111","42.8563","13.1448","8.4","2.4"
"42670.65587013889","42.8962","13.1695","7.5","2"
"42670.66041192129","42.9557","13.0508","10.1","2"
"42670.6629693287","42.8797","13.0832","10.7","2.6"
"42670.67298182871","42.7917","13.1598","7.5","3.1"
"42670.6772212963","43.0338","13.1038","12.4","2"
"42670.67953854167","42.8802","13.1675","7.9","2.2"
"42670.68306782407","43.0605","13.1143","10.3","2.1"
"42670.68588217592","42.9613","13.1452","8.5","2.5"
